CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment,rf_score
13065,373,14,205.86,1,1,1,Lost Customers,11
13066,24,49,430.9,4,3,2,Others,43
13067,82,15,115.46000000000001,2,2,1,Lost Customers,22
13068,10,2,344.0,5,1,2,New Customers,51
13069,1,470,3717.82,5,5,5,Champions,55
13070,192,9,228.8,1,1,1,Lost Customers,11
13072,267,7,177.15,1,1,1,Lost Customers,11
13075,130,22,919.61,2,2,4,Lost Customers,22
13077,1,112,729.27,5,4,3,Loyal Customers,54
13078,1,380,12432.28,5,5,5,Champions,55
13079,4,6,220.10000000000002,5,1,1,New Customers,51
13080,179,6,58.08,1,1,1,Lost Customers,11
13081,1,1061,27964.48,5,5,5,Champions,55
13082,126,75,3595.48,2,4,5,At Risk,24
13083,4,18,303.75,5,2,2,New Customers,52
13085,158,29,272.38,2,2,2,Lost Customers,22
13089,3,1857,57385.88,5,5,5,Champions,55
13090,9,161,8689.39,5,5,5,Champions,55
13091,21,24,319.82,4,2,2,New Customers,42
13092,71,26,459.83,3,2,2,Others,32
13093,267,170,7741.47,1,5,5,At Risk,15
13094,21,30,1708.8600000000001,4,3,4,Others,43
13095,71,6,74.39999999999999,3,1,1,Others,31
13097,33,437,5893.32,3,5,5,Others,35
13098,1,605,28658.88,5,5,5,Champions,55
13099,99,1,207.35999999999999,2,1,1,Lost Customers,21
13101,234,8,101.19,1,1,1,Lost Customers,11
13102,1,310,6336.29,5,5,5,Champions,55
13103,40,8,243.94,3,1,2,Others,31
13104,3,20,1098.48,5,2,4,New Customers,52
13106,129,2,59.5,2,1,1,Lost Customers,21
13107,44,60,1524.07,3,4,4,Others,34
13108,373,10,350.06,1,1,2,Lost Customers,11
13109,3,50,766.84,5,3,3,Others,53
13110,31,146,1452.8700000000001,4,5,4,Loyal Customers,45
13113,1,280,10510.0,5,5,5,Champions,55
13115,9,132,2205.63,5,5,5,Champions,55
13116,117,31,485.19,2,3,3,Others,23
13117,22,76,984.91,4,4,4,Loyal Customers,44
13118,20,82,1125.0,4,4,4,Loyal Customers,44
13120,239,1,30.599999999999998,1,1,1,Lost Customers,11
13121,269,53,254.73,1,3,2,Others,13
13122,94,55,922.39,2,3,4,Others,23
13124,90,235,3866.33,2,5,5,At Risk,25
13126,5,142,2056.29,5,5,5,Champions,55
13127,78,15,259.17,2,2,2,Lost Customers,22
13130,94,2,64.0,2,1,1,Lost Customers,21
13131,23,46,1039.3,4,3,4,Others,43
13132,262,3,77.3,1,1,1,Lost Customers,11
13133,274,7,109.8,1,1,1,Lost Customers,11
13134,73,105,1740.63,2,4,4,At Risk,24
13135,197,1,3096.0,1,1,5,Lost Customers,11
13136,50,139,2545.38,3,5,5,Others,35
13137,11,705,3605.08,5,5,5,Champions,55
13138,22,63,962.39,4,4,4,Loyal Customers,44
13139,16,174,5055.79,4,5,5,Loyal Customers,45
13140,108,46,423.72,2,3,2,Others,23
13141,85,136,2385.8,2,5,5,At Risk,25
13142,19,23,307.09,4,2,2,New Customers,42
13144,333,3,110.95,1,1,1,Lost Customers,11
13145,40,7,614.77,3,1,3,Others,31
13146,26,17,228.91,4,2,1,New Customers,42
13147,10,4,712.8000000000001,5,1,3,New Customers,51
13148,29,347,3348.48,4,5,5,Loyal Customers,45
13149,14,86,1676.06,4,4,4,Loyal Customers,44
13151,203,75,1250.3700000000001,1,4,4,At Risk,14
13153,6,15,486.22,5,2,3,New Customers,52
13154,144,1,-611.86,2,1,1,Lost Customers,21
13155,33,85,971.76,3,4,4,Others,34
13157,49,89,1721.57,3,4,4,Others,34
13158,95,79,1201.06,2,4,4,At Risk,24
13159,9,122,1379.75,5,4,4,Loyal Customers,54
13160,22,4,91.8,4,1,1,New Customers,41
13161,313,8,112.75,1,1,1,Lost Customers,11
13162,122,82,1644.99,2,4,4,At Risk,24
13165,46,42,1021.48,3,3,4,Others,33
13166,282,42,414.7,1,3,2,Others,13
13167,19,65,791.33,4,4,3,Loyal Customers,44
13168,36,133,1310.14,3,5,4,Others,35
13169,64,13,712.88,3,1,3,Others,31
13170,27,32,116.00999999999999,4,3,1,Others,43
13171,8,48,426.81,5,3,2,Others,53
13173,4,43,353.65,5,3,2,Others,53
13174,16,314,2817.03,4,5,5,Loyal Customers,45
13176,46,72,492.84,3,4,3,Others,34
13177,65,17,282.45,3,2,2,Others,32
13178,26,265,5725.47,4,5,5,Loyal Customers,45
13182,45,11,121.18,3,1,1,Others,31
13183,8,94,3957.78,5,4,5,Loyal Customers,54
13184,15,183,1648.79,4,5,4,Loyal Customers,45
13185,268,1,71.4,1,1,1,Lost Customers,11
13186,40,84,1539.69,3,4,4,Others,34
13187,337,37,236.02,1,3,2,Others,13
13188,11,2,114.60000000000001,5,1,1,New Customers,51
13189,19,29,260.68,4,2,2,New Customers,42
13192,95,63,911.94,2,4,4,At Risk,24
13193,61,29,117.88,3,2,1,Others,32
13194,136,3,60.7,2,1,1,Lost Customers,21
13196,11,110,1797.78,5,4,4,Loyal Customers,54
13198,10,229,3384.09,5,5,5,Champions,55
13199,4,120,9803.96,5,4,5,Loyal Customers,54
13200,19,46,870.09,4,3,3,Others,43
13203,10,57,869.46,5,3,3,Others,53
13207,15,8,250.26000000000002,4,1,2,New Customers,41
13208,59,150,1205.9,3,5,4,Others,35
13209,30,329,5820.16,4,5,5,Loyal Customers,45
13210,94,22,353.48,2,2,2,Lost Customers,22
13211,10,56,1197.42,5,3,4,Others,53
13212,9,143,780.58,5,5,3,Champions,55
13213,57,92,1518.43,3,4,4,Others,34
13216,268,5,333.74,1,1,2,Lost Customers,11
13217,122,7,133.62,2,1,1,Lost Customers,21
13218,127,5,62.63999999999999,2,1,1,Lost Customers,21
13220,78,21,819.2900000000001,2,2,3,Lost Customers,22
13221,240,66,847.41,1,4,3,At Risk,14
13223,200,5,163.20000000000002,1,1,1,Lost Customers,11
13224,60,109,2150.85,3,4,5,Others,34
13225,3,34,6083.04,5,3,5,Others,53
13226,273,16,108.21000000000001,1,2,1,Lost Customers,12
13227,202,9,257.7,1,1,2,Lost Customers,11
13228,81,2,358.0,2,1,2,Lost Customers,21
13229,226,10,160.95,1,1,1,Lost Customers,11
13230,4,612,2763.41,5,5,5,Champions,55
13232,13,207,1357.6,4,5,4,Loyal Customers,45
13233,74,43,605.12,2,3,3,Others,23
13235,212,59,101.17000000000007,1,4,1,At Risk,14
13236,25,39,727.27,4,3,3,Others,43
13238,11,32,680.83,5,3,3,Others,53
13239,262,22,329.56,1,2,2,Lost Customers,12
13240,96,67,663.65,2,4,3,At Risk,24
13242,112,13,270.40000000000003,2,1,2,Lost Customers,21
13243,203,58,600.07,1,3,3,Others,13
13244,93,27,121.74000000000001,2,2,1,Lost Customers,22
13245,51,16,430.5,3,2,2,Others,32
13246,18,143,1922.1,4,5,4,Loyal Customers,45
13247,18,25,501.12,4,2,3,New Customers,42
13248,125,26,465.68,2,2,3,Lost Customers,22
13249,92,23,711.41,2,2,3,Lost Customers,22
13253,157,36,1030.4,2,3,4,Others,23
13255,4,14,390.66,5,1,2,New Customers,51
13256,14,1,0.0,4,1,1,New Customers,41
13258,12,38,698.58,4,3,3,Others,43
13259,62,87,292.32,3,4,2,Others,34
13260,61,8,557.62,3,1,3,Others,31
13261,269,9,944.1,1,1,4,Lost Customers,11
13262,263,11,200.29,1,1,1,Lost Customers,11
13263,1,1677,7454.07,5,5,5,Champions,55
13265,53,91,2107.66,3,4,5,Others,34
13266,11,202,3717.67,5,5,5,Champions,55
13267,3,224,4404.44,5,5,5,Champions,55
13268,18,447,3167.64,4,5,5,Loyal Customers,45
13269,1,320,5315.92,5,5,5,Champions,55
13270,366,1,590.0,1,1,3,Lost Customers,11
13271,37,101,178.26,3,4,1,Others,34
13272,31,15,276.56,4,2,2,New Customers,42
13273,113,16,138.98,2,2,1,Lost Customers,22
13276,64,30,590.9300000000001,3,3,3,Others,33
13277,16,8,258.4,4,1,2,New Customers,41
13278,41,46,542.73,3,3,3,Others,33
13279,64,11,126.30000000000001,3,1,1,Others,31
13280,122,85,814.86,2,4,3,At Risk,24
13282,18,40,1047.8400000000001,4,3,4,Others,43
13283,60,7,93.66,3,1,1,Others,31
13284,323,14,196.15,1,1,1,Lost Customers,11
13285,23,187,2709.12,4,5,5,Loyal Customers,45
13291,156,42,361.11,2,3,2,Others,23
13292,39,31,578.9399999999999,3,3,3,Others,33
13294,190,54,873.74,1,3,3,Others,13
13295,360,11,197.95000000000002,1,1,1,Lost Customers,11
13296,137,5,87.4,2,1,1,Lost Customers,21
13297,8,59,2089.85,5,4,5,Loyal Customers,54
13298,1,2,360.0,5,1,2,New Customers,51
13299,268,5,142.5,1,1,1,Lost Customers,11
13300,165,22,365.29,2,2,2,Lost Customers,22
13301,104,81,618.09,2,4,3,At Risk,24
13302,155,1,63.75,2,1,1,Lost Customers,21
13304,351,21,300.42,1,2,2,Lost Customers,12
13305,4,81,2000.86,5,4,4,Loyal Customers,54
13307,120,1,15.0,2,1,1,Lost Customers,21
13308,23,57,1367.6100000000001,4,3,4,Others,43
13309,7,107,1456.79,5,4,4,Loyal Customers,54
13310,9,77,1083.63,5,4,4,Loyal Customers,54
13311,4,26,598.57,5,2,3,New Customers,52
13313,22,78,1555.32,4,4,4,Loyal Customers,44
13314,2,75,578.66,5,4,3,Loyal Customers,54
13316,37,88,5815.49,3,4,5,Others,34
13317,64,135,2140.07,3,5,5,Others,35
13318,1,20,640.76,5,2,3,New Customers,52
13319,5,500,10664.34,5,5,5,Champions,55
13320,70,110,1491.7,3,4,4,Others,34
13321,72,11,567.36,2,1,3,Lost Customers,21
13322,17,25,199.48000000000002,4,2,1,New Customers,42
13323,3,21,787.85,5,2,3,New Customers,52
13324,32,77,7072.8,4,4,5,Loyal Customers,44
13325,82,12,675.3,2,1,3,Lost Customers,21
13327,39,109,3617.57,3,4,5,Others,34
13328,316,17,1308.48,1,2,4,Lost Customers,12
13329,32,19,740.4,4,2,3,New Customers,42
13330,93,53,1140.93,2,3,4,Others,23
13332,14,21,350.9,4,2,2,New Customers,42
13334,82,268,3536.82,2,5,5,At Risk,25
13336,77,51,795.12,2,3,3,Others,23
13338,154,24,431.82,2,2,2,Lost Customers,22
13339,201,54,860.12,1,3,3,Others,13
13340,45,134,10736.48,3,5,5,Others,35
13341,261,42,775.85,1,3,3,Others,13
13343,173,22,303.93,2,2,2,Lost Customers,22
13344,68,119,2543.72,3,4,5,Others,34
13345,277,22,377.6,1,2,2,Lost Customers,12
13347,70,8,341.36,3,1,2,Others,31
13348,64,14,233.76,3,1,1,Others,31
13349,11,16,247.32,5,2,2,New Customers,52
13350,16,43,910.72,4,3,4,Others,43
13351,66,16,373.94,3,2,2,Others,32
13352,8,27,389.28,5,2,2,New Customers,52
13354,71,51,743.53,3,3,3,Others,33
13355,122,32,674.7,2,3,3,Others,23
13356,80,42,768.24,2,3,3,Others,23
13357,257,90,609.95,1,4,3,At Risk,14
13358,269,29,439.03,1,2,2,Lost Customers,12
13359,59,24,431.26,3,2,2,Others,32
13362,3,169,3085.4900000000002,5,5,5,Champions,55
13363,18,60,992.5,4,4,4,Loyal Customers,44
13364,67,20,0.0,3,2,1,Others,32
13365,9,132,2191.22,5,5,5,Champions,55
13366,50,1,56.160000000000004,3,1,1,Others,31
13368,257,29,623.4,1,2,3,Lost Customers,12
13369,354,19,263.75,1,2,2,Lost Customers,12
13370,366,44,721.32,1,3,3,Others,13
13372,90,23,378.64,2,2,2,Lost Customers,22
13373,61,158,3312.25,3,5,5,Others,35
13375,81,38,772.9,2,3,3,Others,23
13376,99,53,1019.76,2,3,4,Others,23
13379,26,97,572.56,4,4,3,Loyal Customers,44
13381,21,173,3626.81,4,5,5,Loyal Customers,45
13382,281,15,222.99,1,2,1,Lost Customers,12
13384,31,155,4122.28,4,5,5,Loyal Customers,45
13385,330,35,534.57,1,3,3,Others,13
13388,121,36,627.15,2,3,3,Others,23
13389,11,51,797.96,5,3,3,Others,53
13390,75,13,544.08,2,1,3,Lost Customers,21
13391,204,1,59.8,1,1,1,Lost Customers,11
13394,2,164,2312.8,5,5,5,Champions,55
13395,185,21,307.72,1,2,2,Lost Customers,12
13396,22,47,1325.29,4,3,4,Others,43
13397,73,39,1539.18,2,3,4,Others,23
13398,192,26,457.34,1,2,2,Lost Customers,12
13402,127,39,621.23,2,3,3,Others,23
13403,18,3,75.0,4,1,1,New Customers,41
13404,1,11,252.49,5,1,2,New Customers,51
13405,74,27,572.451,2,2,3,Lost Customers,22
13408,2,501,27487.41,5,5,5,Champions,55
13410,9,30,988.91,5,3,4,Others,53
13411,107,18,213.55,2,2,1,Lost Customers,22
13414,134,24,1390.5,2,2,4,Lost Customers,22
13416,44,19,712.5,3,2,3,Others,32
13417,5,28,640.83,5,2,3,New Customers,52
13418,12,314,5845.44,4,5,5,Loyal Customers,45
13419,64,16,221.06,3,2,1,Others,32
13420,135,10,140.35,2,1,1,Lost Customers,21
13421,40,105,1848.98,3,4,4,Others,34
13422,51,128,2601.55,3,5,5,Others,35
13425,108,78,1624.21,2,4,4,At Risk,24
13426,1,159,3550.7000000000003,5,5,5,Champions,55
13427,19,29,582.6,4,2,3,New Customers,42
13428,10,74,218.47,5,4,1,Loyal Customers,54
13429,11,67,1006.8,5,4,4,Loyal Customers,54
13430,19,54,648.6899999999999,4,3,3,Others,43
13431,67,46,1269.1,3,3,4,Others,33
13434,74,10,534.24,2,1,3,Lost Customers,21
13435,5,103,3794.4900000000002,5,4,5,Loyal Customers,54
13436,2,12,196.89,5,1,1,New Customers,51
13437,14,167,3408.06,4,5,5,Loyal Customers,45
13439,255,54,283.71,1,3,2,Others,13
13441,92,13,296.64,2,1,2,Lost Customers,21
13447,23,62,1104.23,4,4,4,Loyal Customers,44
13448,17,199,3465.67,4,5,5,Loyal Customers,45
13449,24,19,291.88,4,2,2,New Customers,42
13450,27,71,2043.7199999999998,4,4,5,Loyal Customers,44
13451,26,444,2916.45,4,5,5,Loyal Customers,45
13452,259,2,590.0,1,1,3,Lost Customers,11
13453,166,17,356.97999999999996,2,2,2,Lost Customers,22
13455,25,53,1007.35,4,3,4,Others,43
13456,18,65,1737.8200000000002,4,4,4,Loyal Customers,44
13458,7,394,9537.92,5,5,5,Champions,55
13460,29,17,183.44,4,2,1,New Customers,42
13461,39,27,1445.0,3,2,4,Others,32
13462,183,10,143.25,1,1,1,Lost Customers,11
13464,58,41,674.68,3,3,3,Others,33
13466,100,18,297.95,2,2,2,Lost Customers,22
13467,11,99,1083.71,5,4,4,Loyal Customers,54
13468,2,306,5656.75,5,5,5,Champions,55
13470,99,10,165.0,2,1,1,Lost Customers,21
13471,1,260,2531.58,5,5,5,Champions,55
13473,61,22,417.54,3,2,2,Others,32
13474,236,64,229.59,1,4,1,At Risk,14
13475,191,86,1431.78,1,4,4,At Risk,14
13476,179,61,1092.77,1,4,4,At Risk,14
13477,38,81,1441.53,3,4,4,Others,34
13479,198,16,291.0,1,2,2,Lost Customers,12
13481,46,112,1776.81,3,4,4,Others,34
13482,232,11,184.64,1,1,1,Lost Customers,11
13483,66,10,140.34,3,1,1,Others,31
13484,241,8,313.8,1,1,2,Lost Customers,11
13485,233,23,454.24,1,2,2,Lost Customers,12
13486,78,69,1122.41,2,4,4,At Risk,24
13487,58,34,575.4,3,3,3,Others,33
13488,17,427,8910.61,4,5,5,Loyal Customers,45
13489,105,14,449.52,2,1,2,Lost Customers,21
13491,52,86,1215.82,3,4,4,Others,34
13492,136,50,1269.84,2,3,4,Others,23
13493,275,8,618.63,1,1,3,Lost Customers,11
13494,312,18,316.26000000000005,1,2,2,Lost Customers,12
13495,8,52,1990.1200000000001,5,3,4,Others,53
13496,11,36,617.93,5,3,3,Others,53
13497,283,20,321.05,1,2,2,Lost Customers,12
13499,18,45,1146.96,4,3,4,Others,43
13500,23,67,1136.77,4,4,4,Loyal Customers,44
13501,243,53,1310.47,1,3,4,Others,13
13502,17,18,292.0,4,2,2,New Customers,42
13503,71,17,216.85,3,2,1,Others,32
13504,64,22,295.93,3,2,2,Others,32
13505,68,227,4282.88,3,5,5,Others,35
13506,312,29,452.82,1,2,2,Lost Customers,12
13507,3,162,2479.16,5,5,5,Champions,55
13508,244,12,110.97,1,1,1,Lost Customers,11
13509,9,44,979.72,5,3,4,Others,53
13510,1,117,1785.16,5,4,4,Loyal Customers,54
13512,261,15,251.21,1,2,2,Lost Customers,12
13513,127,10,205.1,2,1,1,Lost Customers,21
13514,74,4,152.20000000000002,2,1,1,Lost Customers,21
13515,73,59,891.12,2,4,3,At Risk,24
13516,21,44,1389.41,4,3,4,Others,43
13517,60,143,2109.07,3,5,5,Others,35
13518,86,38,659.4399999999999,2,3,3,Others,23
13519,50,9,110.80000000000001,3,1,1,Others,31
13520,59,95,3487.75,3,4,5,Others,34
13521,1,436,1093.65,5,5,4,Champions,55
13522,30,5,125.80000000000001,4,1,1,New Customers,41
13523,33,177,3755.38,3,5,5,Others,35
13524,41,27,680.1800000000001,3,2,3,Others,32
13525,15,6,628.78,4,1,3,New Customers,41
13527,34,224,2263.76,3,5,5,Others,35
13529,79,15,307.76,2,2,2,Lost Customers,22
13531,205,22,483.8,1,2,3,Lost Customers,12
13532,34,66,210.31,3,4,1,Others,34
13533,183,76,270.79,1,4,2,At Risk,14
13534,2,342,5613.08,5,5,5,Champions,55
13536,1,179,3448.29,5,5,5,Champions,55
13538,43,25,1280.85,3,2,4,Others,32
13539,86,38,605.84,2,3,3,Others,23
13544,40,87,291.41,3,4,2,Others,34
13546,12,98,626.99,4,4,3,Loyal Customers,44
13548,96,124,682.41,2,4,3,At Risk,24
13549,26,52,916.12,4,3,4,Others,43
13551,319,4,91.80000000000001,1,1,1,Lost Customers,11
13552,66,121,3539.53,3,4,5,Others,34
13555,74,136,4149.28,2,5,5,At Risk,25
13557,28,34,584.06,4,3,3,Others,43
13558,6,175,605.06,5,5,3,Champions,55
13560,7,33,174.37,5,3,1,Others,53
13561,216,14,141.85999999999999,1,1,1,Lost Customers,11
13562,82,82,1799.33,2,4,4,At Risk,24
13563,84,49,777.53,2,3,3,Others,23
13564,144,85,647.74,2,4,3,At Risk,24
13565,19,38,240.22,4,3,2,Others,43
13566,41,176,874.71,3,5,3,Others,35
13568,173,44,192.85,2,3,1,Others,23
13569,17,85,373.75,4,4,2,Loyal Customers,44
13570,243,27,239.49,1,2,2,Lost Customers,12
13571,13,341,2092.32,4,5,5,Loyal Customers,45
13572,206,33,1384.25,1,3,4,Others,13
13573,50,26,294.4,3,2,2,Others,32
13575,23,46,732.0699999999999,4,3,3,Others,43
13576,10,130,6703.3,5,5,5,Champions,55
13577,25,85,1658.3,4,4,4,Loyal Customers,44
13579,15,23,467.04,4,2,3,New Customers,42
13581,309,10,118.0,1,1,1,Lost Customers,11
13583,156,53,781.03,2,3,3,Others,23
13584,307,24,142.4,1,2,1,Lost Customers,12
13587,32,11,347.0,4,1,2,New Customers,41
13588,16,180,2445.12,4,5,5,Loyal Customers,45
13589,15,21,379.65,4,2,2,New Customers,42
13590,11,89,1976.12,5,4,4,Loyal Customers,54
13591,65,58,1117.13,3,3,4,Others,33
13592,36,16,247.95999999999998,3,2,2,Others,32
13593,108,129,1990.28,2,5,4,At Risk,25
13594,53,26,396.97,3,2,2,Others,32
13596,6,166,697.04,5,5,3,Champions,55
13598,47,41,167.42000000000002,3,3,1,Others,33
13599,1,264,5030.6,5,5,5,Champions,55
13600,312,19,219.52,1,2,1,Lost Customers,12
13601,45,99,693.32,3,4,3,Others,34
13602,65,23,428.89,3,2,2,Others,32
13603,26,27,164.34,4,2,1,New Customers,42
13606,29,43,280.53999999999996,4,3,2,Others,43
13607,40,98,678.01,3,4,3,Others,34
13610,12,228,1115.43,4,5,4,Loyal Customers,45
13611,89,76,1158.2,2,4,4,At Risk,24
13614,24,201,1610.46,4,5,4,Loyal Customers,45
13615,313,24,399.99,1,2,2,Lost Customers,12
13617,40,44,544.18,3,3,3,Others,33
13618,174,13,177.34,2,1,1,Lost Customers,21
13621,117,19,213.85,2,2,1,Lost Customers,22
13623,31,86,672.44,4,4,3,Loyal Customers,44
13626,253,19,257.23,1,2,2,Lost Customers,12
13627,59,94,1624.02,3,4,4,Others,34
13629,23,59,7792.36,4,4,5,Loyal Customers,44
13630,5,80,1995.68,5,4,4,Loyal Customers,54
13631,100,12,3021.77,2,1,5,Lost Customers,21
13632,25,147,2117.02,4,5,5,Loyal Customers,45
13634,33,188,1575.16,3,5,4,Others,35
13635,68,62,1071.03,3,4,4,Others,34
13636,37,64,941.62,3,4,4,Others,34
13637,52,101,810.5,3,4,3,Others,34
13638,16,8,122.64,4,1,1,New Customers,41
13639,74,40,1033.34,2,3,4,Others,23
13642,216,66,354.8,1,4,2,At Risk,14
13643,31,28,519.44,4,2,3,New Customers,42
13644,9,148,2597.52,5,5,5,Champions,55
13645,120,5,252.1,2,1,2,Lost Customers,21
13647,10,80,1670.22,5,4,4,Loyal Customers,54
13649,257,23,346.6,1,2,2,Lost Customers,12
13650,17,98,1809.34,4,4,4,Loyal Customers,44
13651,35,6,94.2,3,1,1,Others,31
13652,46,63,1095.08,3,4,4,Others,34
13654,43,166,2707.33,3,5,5,Others,35
13655,114,56,932.97,2,3,4,Others,23
13656,165,49,379.65,2,3,2,Others,23
13657,11,16,382.14,5,2,2,New Customers,52
13658,10,112,2421.47,5,4,5,Loyal Customers,54
13659,197,108,1550.85,1,4,4,At Risk,14
13662,86,58,879.08,2,3,3,Others,23
13663,179,13,189.47,1,1,1,Lost Customers,11
13666,60,12,84.65,3,1,1,Others,31
13667,149,87,305.02,2,4,2,At Risk,24
13668,3,501,6216.07,5,5,5,Champions,55
13669,51,9,218.55,3,1,1,Others,31
13670,75,25,349.7,2,2,2,Lost Customers,22
13672,301,16,-71.46,1,2,1,Lost Customers,12
13673,19,65,396.92,4,4,2,Loyal Customers,44
13675,151,25,486.82000000000005,2,2,3,Lost Customers,22
13678,152,16,232.6,2,2,1,Lost Customers,22
13680,1,216,2202.31,5,5,5,Champions,55
13681,18,57,827.83,4,3,3,Others,43
13682,187,3,59.5,1,1,1,Lost Customers,11
13684,286,31,64.23,1,3,1,Others,13
13685,3,39,3119.44,5,3,5,Others,53
13686,183,8,72.0,1,1,1,Lost Customers,11
13689,63,6,910.0,3,1,4,Others,31
13690,59,9,172.25,3,1,1,Others,31
13692,25,55,1466.8700000000001,4,3,4,Others,43
13693,325,4,-32.0,1,1,1,Lost Customers,11
13694,4,585,62653.1,5,5,5,Champions,55
13695,31,90,2504.13,4,4,5,Loyal Customers,44
13697,39,12,151.29999999999998,3,1,1,Others,31
13699,155,14,308.58000000000004,2,1,2,Lost Customers,21
13700,26,197,2265.12,4,5,5,Loyal Customers,45
13703,318,1,99.5,1,1,1,Lost Customers,11
13704,5,135,2295.31,5,5,5,Champions,55
13705,8,28,711.86,5,2,3,New Customers,52
13706,303,20,330.79,1,2,2,Lost Customers,12
13707,267,48,806.41,1,3,3,Others,13
13708,271,51,296.88,1,3,2,Others,13
13709,4,346,6249.110000000001,5,5,5,Champions,55
13710,32,8,180.48,4,1,1,New Customers,41
13711,219,13,252.06,1,1,2,Lost Customers,11
13712,247,10,228.84,1,1,1,Lost Customers,11
13715,281,108,1053.94,1,4,4,At Risk,14
13716,269,21,138.28,1,2,1,Lost Customers,12
13717,32,103,1432.26,4,4,4,Loyal Customers,44
13718,246,12,306.55,1,1,2,Lost Customers,11
13719,15,60,1041.68,4,4,4,Loyal Customers,44
13720,117,43,799.9,2,3,3,Others,23
13721,36,28,524.14,3,2,3,Others,32
13722,120,86,2369.16,2,4,5,At Risk,24
13723,217,6,199.85000000000002,1,1,1,Lost Customers,11
13725,50,118,1809.81,3,4,4,Others,34
13726,39,42,1079.6599999999999,3,3,4,Others,33
13727,29,20,333.48,4,2,2,New Customers,42
13728,37,63,1016.14,3,4,4,Others,34
13730,136,43,752.6,2,3,3,Others,23
13731,219,38,610.59,1,3,3,Others,13
13732,28,33,491.86,4,3,3,Others,43
13735,25,208,2766.18,4,5,5,Loyal Customers,45
13736,5,194,724.0,5,5,3,Champions,55
13737,200,30,339.59999999999997,1,3,2,Others,13
13739,18,3,216.9,4,1,1,New Customers,41
13740,241,23,350.75,1,2,2,Lost Customers,12
13741,72,35,666.33,2,3,3,Others,23
13742,17,323,3102.42,4,5,5,Loyal Customers,45
13743,3,42,1340.1499999999999,5,3,4,Others,53
13744,95,72,1156.36,2,4,4,At Risk,24
13745,151,26,291.54,2,2,2,Lost Customers,22
13747,374,1,79.6,1,1,1,Lost Customers,11
13748,96,28,948.25,2,2,4,Lost Customers,22
13750,54,24,1647.26,3,2,4,Others,32
13751,288,9,296.25,1,1,2,Lost Customers,11
13752,124,76,1186.28,2,4,4,At Risk,24
13753,288,35,741.26,1,3,3,Others,13
13754,152,12,282.59999999999997,2,1,2,Lost Customers,21
13755,4,343,2154.68,5,5,5,Champions,55
13756,2,143,5145.12,5,5,5,Champions,55
13758,12,117,3190.55,4,4,5,Loyal Customers,44
13759,33,25,659.4100000000001,3,2,3,Others,32
13760,54,57,286.79,3,3,2,Others,33
13761,50,70,1070.65,3,4,4,Others,34
13762,204,14,3.552713678800501e-15,1,1,1,Lost Customers,11
13763,63,17,1689.46,3,2,4,Others,32
13764,71,208,1521.76,3,5,4,Others,35
13767,2,399,16945.71,5,5,5,Champions,55
13769,2,143,2771.87,5,5,5,Champions,55
13771,64,120,2631.7,3,4,5,Others,34
